date,tavg,tmin,tmax,prcp,wdir,wspd
2023-06-17 0:00:00,18.5,12.9,23.6,0,328,21.4
2023-06-18 0:00:00,18,13.2,22.4,0,164,15
2023-06-19 0:00:00,18.4,14.4,21.8,0,68,20.9
2023-06-20 0:00:00,19.1,16.5,22.8,0,77,23.6
2023-06-21 0:00:00,20,16.3,24,0,68,19.4
2023-06-22 0:00:00,19.7,16.1,23.8,0,86,12.9
2023-06-23 0:00:00,19.4,17.4,21.6,2.6,70,11.6
2023-06-24 0:00:00,21,17.8,24.7,14.6,324,9.1
2023-06-25 0:00:00,20.9,17.3,25,1.2,59,13.5
2023-06-26 0:00:00,19.9,18,22.5,6,130,15.9
2023-06-27 0:00:00,20.2,18.2,24.1,9.3,207,14.8
2023-06-28 0:00:00,19.6,15.9,24.2,0,329,22
2023-06-29 0:00:00,19.1,12.8,23.9,0,143,11.9
2023-06-30 0:00:00,20.8,17.9,24.1,2.1,101,15
2023-07-01 0:00:00,22.2,18.2,26.7,0.7,154,10.6
2023-07-02 0:00:00,21.4,19.4,23.8,3.4,85,8.4
2023-07-03 0:00:00,22,19.7,25.1,2,95,8.7
2023-07-04 0:00:00,23.8,17.9,28.8,0,265,11.9
2023-07-05 0:00:00,24.4,18.7,29.2,0,210,10.8
2023-07-06 0:00:00,24.1,19.9,29.3,1.8,252,10.3
2023-07-07 0:00:00,22.7,18.2,27.3,2,307,15.3
2023-07-08 0:00:00,19,14,23.7,1.4,269,11.4
2023-07-09 0:00:00,20.6,15.7,25,0,9,12
2023-07-10 0:00:00,21.5,15.4,26.4,0,256,18.2
2023-07-11 0:00:00,23.2,19.5,29.1,10.5,245,19.8
2023-07-12 0:00:00,19.5,14.1,23.8,1.4,243,13
2023-07-13 0:00:00,22.1,18.3,25.8,11.7,256,23.3
2023-07-14 0:00:00,20.1,13.8,24.8,0,188,11.1
2023-07-15 0:00:00,22.2,18.9,26.1,6.2,157,11.6
2023-07-16 0:00:00,22.7,18.6,27.4,11.2,226,15.6
2023-07-17 0:00:00,22,17.8,26.2,0.2,239,18.4
2023-07-18 0:00:00,20.5,15.9,24.5,0.5,329,8.5
2023-07-19 0:00:00,19.6,14.4,23.8,0,144,9
2023-07-20 0:00:00,21.1,18.5,25.9,1.1,168,11.6
2023-07-21 0:00:00,21.3,17.3,25.3,0.6,314,21.9
2023-07-22 0:00:00,21.5,16,27,0,278,16
2023-07-23 0:00:00,20.6,14.8,25,2.8,240,11.8
2023-07-24 0:00:00,21.5,17.1,26,3.2,246,12.2
